"unit","iccs","geo","time","values"
"Number","Intentional homicide","Kleve",2010-01-01,0
"Number","Intentional homicide","Mettmann",2010-01-01,4
"Number","Intentional homicide","Rhein-Kreis Neuss",2010-01-01,0
"Number","Intentional homicide","Viersen",2010-01-01,1
"Number","Intentional homicide","Wesel",2010-01-01,3
"Number","Intentional homicide","Bonn, Kreisfreie Stadt",2010-01-01,5
"Number","Intentional homicide","Köln, Kreisfreie Stadt",2010-01-01,20
"Number","Intentional homicide","Leverkusen, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Düren",2010-01-01,2
"Number","Intentional homicide","Rhein-Erft-Kreis",2010-01-01,1
"Number","Intentional homicide","Euskirchen",2010-01-01,2
"Number","Intentional homicide","Heinsberg",2010-01-01,2
"Number","Intentional homicide","Oberbergischer Kreis",2010-01-01,2
"Number","Intentional homicide","Rheinisch-Bergischer Kreis",2010-01-01,0
"Number","Intentional homicide","Rhein-Sieg-Kreis",2010-01-01,8
"Number","Intentional homicide","Städteregion Aachen",2010-01-01,4
"Number","Intentional homicide","Bottrop, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Gelsenkirchen, Kreisfreie Stadt",2010-01-01,2
"Number","Intentional homicide","Münster, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Borken",2010-01-01,0
"Number","Intentional homicide","Coesfeld",2010-01-01,1
"Number","Intentional homicide","Recklinghausen",2010-01-01,3
"Number","Intentional homicide","Steinfurt",2010-01-01,0
"Number","Intentional homicide","Warendorf",2010-01-01,1
"Number","Intentional homicide","Bielefeld, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Gütersloh",2010-01-01,2
"Number","Intentional homicide","Herford",2010-01-01,1
"Number","Intentional homicide","Höxter",2010-01-01,0
"Number","Intentional homicide","Lippe",2010-01-01,3
"Number","Intentional homicide","Minden-Lübbecke",2010-01-01,1
"Number","Intentional homicide","Paderborn",2010-01-01,1
"Number","Intentional homicide","Bochum, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Dortmund, Kreisfreie Stadt",2010-01-01,4
"Number","Intentional homicide","Hagen, Kreisfreie Stadt",2010-01-01,3
"Number","Intentional homicide","Hamm, Kreisfreie Stadt",2010-01-01,2
"Number","Intentional homicide","Herne, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Ennepe-Ruhr-Kreis",2010-01-01,1
"Number","Intentional homicide","Hochsauerlandkreis",2010-01-01,1
"Number","Intentional homicide","Märkischer Kreis",2010-01-01,2
"Number","Intentional homicide","Olpe",2010-01-01,1
"Number","Intentional homicide","Siegen-Wittgenstein",2010-01-01,1
"Number","Intentional homicide","Soest",2010-01-01,1
"Number","Intentional homicide","Unna",2010-01-01,8
"Number","Intentional homicide","Rheinland-Pfalz",2010-01-01,27
"Number","Intentional homicide","Koblenz, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Ahrweiler",2010-01-01,1
"Number","Intentional homicide","Altenkirchen (Westerwald)",2010-01-01,0
"Number","Intentional homicide","Bad Kreuznach",2010-01-01,1
"Number","Intentional homicide","Birkenfeld",2010-01-01,0
"Number","Intentional homicide","Cochem-Zell",2010-01-01,1
"Number","Intentional homicide","Mayen-Koblenz",2010-01-01,0
"Number","Intentional homicide","Neuwied",2010-01-01,2
"Number","Intentional homicide","Rhein-Hunsrück-Kreis",2010-01-01,0
"Number","Intentional homicide","Rhein-Lahn-Kreis",2010-01-01,0
"Number","Intentional homicide","Westerwaldkreis",2010-01-01,1
"Number","Intentional homicide","Trier, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Bernkastel-Wittlich",2010-01-01,0
"Number","Intentional homicide","Eifelkreis Bitburg-Prüm",2010-01-01,1
"Number","Intentional homicide","Vulkaneifel",2010-01-01,1
"Number","Intentional homicide","Trier-Saarburg",2010-01-01,1
"Number","Intentional homicide","Frankenthal (Pfalz), Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Kaiserslautern, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Landau in der Pfalz, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Ludwigshafen am Rhein, Kreisfreie Stadt",2010-01-01,2
"Number","Intentional homicide","Mainz, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Neustadt an der Weinstraße, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Pirmasens, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Speyer, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Worms, Kreisfreie Stadt",2010-01-01,3
"Number","Intentional homicide","Zweibrücken, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Alzey-Worms",2010-01-01,2
"Number","Intentional homicide","Bad Dürkheim",2010-01-01,1
"Number","Intentional homicide","Donnersbergkreis",2010-01-01,1
"Number","Intentional homicide","Germersheim",2010-01-01,1
"Number","Intentional homicide","Kaiserslautern, Landkreis",2010-01-01,1
"Number","Intentional homicide","Kusel",2010-01-01,2
"Number","Intentional homicide","Südliche Weinstraße",2010-01-01,0
"Number","Intentional homicide","Rhein-Pfalz-Kreis",2010-01-01,0
"Number","Intentional homicide","Mainz-Bingen",2010-01-01,1
"Number","Intentional homicide","Südwestpfalz",2010-01-01,0
"Number","Intentional homicide","Saarland",2010-01-01,16
"Number","Intentional homicide","Regionalverband Saarbrücken",2010-01-01,5
"Number","Intentional homicide","Merzig-Wadern",2010-01-01,2
"Number","Intentional homicide","Neunkirchen",2010-01-01,0
"Number","Intentional homicide","Saarlouis",2010-01-01,6
"Number","Intentional homicide","Saarpfalz-Kreis",2010-01-01,3
"Number","Intentional homicide","St. Wendel",2010-01-01,0
"Number","Intentional homicide","Sachsen",2010-01-01,35
"Number","Intentional homicide","Dresden, Kreisfreie Stadt",2010-01-01,16
"Number","Intentional homicide","Bautzen",2010-01-01,3
"Number","Intentional homicide","Görlitz",2010-01-01,1
"Number","Intentional homicide","Meißen",2010-01-01,1
"Number","Intentional homicide","Sächsische Schweiz-Osterzgebirge",2010-01-01,1
"Number","Intentional homicide","Chemnitz, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Erzgebirgskreis",2010-01-01,3
"Number","Intentional homicide","Mittelsachsen",2010-01-01,0
"Number","Intentional homicide","Vogtlandkreis",2010-01-01,2
"Number","Intentional homicide","Zwickau",2010-01-01,2
"Number","Intentional homicide","Leipzig, Kreisfreie Stadt",2010-01-01,3
"Number","Intentional homicide","Leipzig",2010-01-01,1
"Number","Intentional homicide","Nordsachsen",2010-01-01,1
"Number","Intentional homicide","Sachsen-Anhalt",2010-01-01,26
"Number","Intentional homicide","Dessau-Roßlau, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Halle (Saale), Kreisfreie Stadt",2010-01-01,2
"Number","Intentional homicide","Magdeburg, Kreisfreie Stadt",2010-01-01,4
"Number","Intentional homicide","Altmarkkreis Salzwedel",2010-01-01,4
"Number","Intentional homicide","Anhalt-Bitterfeld",2010-01-01,1
"Number","Intentional homicide","Jerichower Land",2010-01-01,0
"Number","Intentional homicide","Börde",2010-01-01,3
"Number","Intentional homicide","Burgenlandkreis (DE)",2010-01-01,1
"Number","Intentional homicide","Harz",2010-01-01,1
"Number","Intentional homicide","Mansfeld-Südharz",2010-01-01,0
"Number","Intentional homicide","Saalekreis",2010-01-01,1
"Number","Intentional homicide","Salzlandkreis",2010-01-01,3
"Number","Intentional homicide","Stendal",2010-01-01,3
"Number","Intentional homicide","Wittenberg",2010-01-01,2
"Number","Intentional homicide","Schleswig-Holstein",2010-01-01,35
"Number","Intentional homicide","Flensburg, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Kiel, Kreisfreie Stadt",2010-01-01,2
"Number","Intentional homicide","Lübeck, Kreisfreie Stadt",2010-01-01,3
"Number","Intentional homicide","Neumünster, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Dithmarschen",2010-01-01,1
"Number","Intentional homicide","Herzogtum Lauenburg",2010-01-01,1
"Number","Intentional homicide","Nordfriesland",2010-01-01,1
"Number","Intentional homicide","Ostholstein",2010-01-01,0
"Number","Intentional homicide","Pinneberg",2010-01-01,1
"Number","Intentional homicide","Plön",2010-01-01,0
"Number","Intentional homicide","Rendsburg-Eckernförde",2010-01-01,1
"Number","Intentional homicide","Schleswig-Flensburg",2010-01-01,23
"Number","Intentional homicide","Segeberg",2010-01-01,1
"Number","Intentional homicide","Steinburg",2010-01-01,0
"Number","Intentional homicide","Stormarn",2010-01-01,1
"Number","Intentional homicide","Thüringen",2010-01-01,27
"Number","Intentional homicide","Erfurt, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Gera, Kreisfreie Stadt",2010-01-01,1
"Number","Intentional homicide","Jena, Kreisfreie Stadt",2010-01-01,3
"Number","Intentional homicide","Suhl, Kreisfreie Stadt",2010-01-01,2
"Number","Intentional homicide","Weimar, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Eichsfeld",2010-01-01,1
"Number","Intentional homicide","Nordhausen",2010-01-01,1
"Number","Intentional homicide","Unstrut-Hainich-Kreis",2010-01-01,6
"Number","Intentional homicide","Kyffhäuserkreis",2010-01-01,0
"Number","Intentional homicide","Schmalkalden-Meiningen",2010-01-01,1
"Number","Intentional homicide","Gotha",2010-01-01,2
"Number","Intentional homicide","Sömmerda",2010-01-01,0
"Number","Intentional homicide","Hildburghausen",2010-01-01,1
"Number","Intentional homicide","Ilm-Kreis",2010-01-01,0
"Number","Intentional homicide","Weimarer Land",2010-01-01,0
"Number","Intentional homicide","Sonneberg",2010-01-01,1
"Number","Intentional homicide","Saalfeld-Rudolstadt",2010-01-01,0
"Number","Intentional homicide","Saale-Holzland-Kreis",2010-01-01,2
"Number","Intentional homicide","Saale-Orla-Kreis",2010-01-01,2
"Number","Intentional homicide","Greiz",2010-01-01,0
"Number","Intentional homicide","Altenburger Land",2010-01-01,4
"Number","Intentional homicide","Eisenach, Kreisfreie Stadt",2010-01-01,0
"Number","Intentional homicide","Wartburgkreis",2010-01-01,0
"Number","Intentional homicide","Denmark",2010-01-01,62
"Number","Intentional homicide","Danmark",2010-01-01,62
"Number","Intentional homicide","Hovedstaden",2010-01-01,21
"Number","Intentional homicide","Byen København",2010-01-01,9
"Number","Intentional homicide","Københavns omegn",2010-01-01,7
"Number","Intentional homicide","Nordsjælland",2010-01-01,4
"Number","Intentional homicide","Bornholm",2010-01-01,1
"Number","Intentional homicide","Sjælland",2010-01-01,18
"Number","Intentional homicide","Østsjælland",2010-01-01,10
"Number","Intentional homicide","Vest- og Sydsjælland",2010-01-01,8
"Number","Intentional homicide","Syddanmark",2010-01-01,9
"Number","Intentional homicide","Fyn",2010-01-01,5
"Number","Intentional homicide","Sydjylland",2010-01-01,4
"Number","Intentional homicide","Midtjylland",2010-01-01,11
"Number","Intentional homicide","Vestjylland",2010-01-01,4
"Number","Intentional homicide","Østjylland",2010-01-01,7
"Number","Intentional homicide","Nordjylland",2010-01-01,3
"Number","Intentional homicide","Nordjylland",2010-01-01,3
"Number","Intentional homicide","Estonia",2010-01-01,70
"Number","Intentional homicide","Greece",2010-01-01,176
"Number","Intentional homicide","Spain",2010-01-01,401
"Number","Intentional homicide","Noroeste (ES)",2010-01-01,38
"Number","Intentional homicide","Galicia",2010-01-01,17
"Number","Intentional homicide","A Coruña",2010-01-01,8
"Number","Intentional homicide","Lugo",2010-01-01,1
"Number","Intentional homicide","Ourense",2010-01-01,2
"Number","Intentional homicide","Pontevedra",2010-01-01,6
"Number","Intentional homicide","Principado de Asturias",2010-01-01,19
"Number","Intentional homicide","Asturias",2010-01-01,19
"Number","Intentional homicide","Cantabria",2010-01-01,2
"Number","Intentional homicide","Cantabria",2010-01-01,2
"Number","Intentional homicide","Noreste (ES)",2010-01-01,25
"Number","Intentional homicide","País Vasco",2010-01-01,10
"Number","Intentional homicide","Araba/Álava",2010-01-01,1
"Number","Intentional homicide","Gipuzkoa",2010-01-01,4
"Number","Intentional homicide","Bizkaia",2010-01-01,5
"Number","Intentional homicide","Comunidad Foral de Navarra",2010-01-01,3
"Number","Intentional homicide","Navarra",2010-01-01,3
"Number","Intentional homicide","La Rioja",2010-01-01,2
"Number","Intentional homicide","La Rioja",2010-01-01,2
"Number","Intentional homicide","Aragón",2010-01-01,10
"Number","Intentional homicide","Huesca",2010-01-01,1
"Number","Intentional homicide","Teruel",2010-01-01,0
"Number","Intentional homicide","Zaragoza",2010-01-01,9
"Number","Intentional homicide","Comunidad de Madrid",2010-01-01,51
"Number","Intentional homicide","Comunidad de Madrid",2010-01-01,51
"Number","Intentional homicide","Madrid",2010-01-01,51
"Number","Intentional homicide","Centro (ES)",2010-01-01,25
"Number","Intentional homicide","Castilla y León",2010-01-01,10
"Number","Intentional homicide","Ávila",2010-01-01,0
"Number","Intentional homicide","Burgos",2010-01-01,4
"Number","Intentional homicide","León",2010-01-01,0
"Number","Intentional homicide","Palencia",2010-01-01,1
"Number","Intentional homicide","Salamanca",2010-01-01,1
"Number","Intentional homicide","Segovia",2010-01-01,0
"Number","Intentional homicide","Soria",2010-01-01,1
"Number","Intentional homicide","Valladolid",2010-01-01,3
"Number","Intentional homicide","Zamora",2010-01-01,0
"Number","Intentional homicide","Castilla-la Mancha",2010-01-01,12
"Number","Intentional homicide","Albacete",2010-01-01,2
"Number","Intentional homicide","Ciudad Real",2010-01-01,3
"Number","Intentional homicide","Cuenca",2010-01-01,2
"Number","Intentional homicide","Guadalajara",2010-01-01,1
"Number","Intentional homicide","Toledo",2010-01-01,4
"Number","Intentional homicide","Extremadura",2010-01-01,3
"Number","Intentional homicide","Badajoz",2010-01-01,2
"Number","Intentional homicide","Cáceres",2010-01-01,1
"Number","Intentional homicide","Este (ES)",2010-01-01,149
"Number","Intentional homicide","Cataluña",2010-01-01,97
"Number","Intentional homicide","Barcelona",2010-01-01,56
"Number","Intentional homicide","Girona",2010-01-01,27
"Number","Intentional homicide","Lleida",2010-01-01,2
"Number","Intentional homicide","Tarragona",2010-01-01,12
"Number","Intentional homicide","Comunidad Valenciana",2010-01-01,46
"Number","Intentional homicide","Alicante / Alacant",2010-01-01,17
"Number","Intentional homicide","Castellón / Castelló",2010-01-01,6
"Number","Intentional homicide","Valencia / València",2010-01-01,23
"Number","Intentional homicide","Illes Balears",2010-01-01,6
"Number","Intentional homicide","Eivissa, Formentera",2010-01-01,0
"Number","Intentional homicide","Mallorca",2010-01-01,5
"Number","Intentional homicide","Menorca",2010-01-01,1
"Number","Intentional homicide","Sur (ES)",2010-01-01,94
"Number","Intentional homicide","Andalucía",2010-01-01,78
"Number","Intentional homicide","Almería",2010-01-01,19
"Number","Intentional homicide","Cádiz",2010-01-01,13
"Number","Intentional homicide","Córdoba",2010-01-01,3
"Number","Intentional homicide","Granada",2010-01-01,6
"Number","Intentional homicide","Huelva",2010-01-01,2
"Number","Intentional homicide","Jaén",2010-01-01,3
"Number","Intentional homicide","Málaga",2010-01-01,15
"Number","Intentional homicide","Sevilla",2010-01-01,17
"Number","Intentional homicide","Región de Murcia",2010-01-01,15
"Number","Intentional homicide","Murcia",2010-01-01,15
"Number","Intentional homicide","Ciudad Autónoma de Ceuta (ES)",2010-01-01,1
"Number","Intentional homicide","Ceuta (ES)",2010-01-01,1
"Number","Intentional homicide","Ciudad Autónoma de Melilla (ES)",2010-01-01,0
"Number","Intentional homicide","Melilla (ES)",2010-01-01,0
"Number","Intentional homicide","Canarias (ES)",2010-01-01,17
"Number","Intentional homicide","Canarias (ES)",2010-01-01,17
"Number","Intentional homicide","El Hierro",2010-01-01,0
"Number","Intentional homicide","Fuerteventura",2010-01-01,1
"Number","Intentional homicide","Gran Canaria",2010-01-01,3
"Number","Intentional homicide","La Gomera",2010-01-01,0
"Number","Intentional homicide","La Palma",2010-01-01,1
"Number","Intentional homicide","Lanzarote",2010-01-01,0
"Number","Intentional homicide","Tenerife",2010-01-01,12
"Number","Intentional homicide","Not regionalised / Unknown NUTS 3",2010-01-01,0
"Number","Intentional homicide","Extra-Regio NUTS 3",2010-01-01,2
"Number","Intentional homicide","Finland",2010-01-01,112
"Number","Intentional homicide","Manner-Suomi",2010-01-01,112
"Number","Intentional homicide","Länsi-Suomi",2010-01-01,26
"Number","Intentional homicide","Keski-Suomi",2010-01-01,4
"Number","Intentional homicide","Etelä-Pohjanmaa",2010-01-01,6
"Number","Intentional homicide","Pohjanmaa",2010-01-01,1
"Number","Intentional homicide","Satakunta",2010-01-01,1
"Number","Intentional homicide","Pirkanmaa",2010-01-01,14
"Number","Intentional homicide","Helsinki-Uusimaa",2010-01-01,26
